"Cikkszám","Termék Név","Nettó Ár","Bruttó Ár","Kategória","Raktárkészlet","Vásárolható, ha nincs Raktáron","Változatokhoz Raktárkészlet","Alacsony készlet","Paraméter: Minőség||text","Paraméter: Kiszerelés||enum","Paraméter: Szín||text","Paraméter: 1 m2 felülethez||text","Paraméter: Család||text","Paraméter: Kategória||text","Paraméter: Téli hangulat minta||text","Paraméter: Szélesség||text","Paraméter: Hossz||text","Paraméter: Méret||text","Paraméter: Ablakfólia típus||text","Paraméter: Beláthatóság||text","Paraméter: Felhelyezés||text","Paraméter: Felület||text","Paraméter: Hővisszaverés||text","Paraméter: Kopóréteg||text","Paraméter: Öntapadós padló|Padló|text","Paraméter: Padló típusa|Padló|text","Paraméter: UV védelem||text","Paraméter: Vastagság||text","Paraméter: Csomag kiszerelés||enum","Paraméter: Videó segítség|Videók|html","Paraméter: VIP ár||text","Paraméter: m2/doboz||text","Paraméter: m2/tekercs||text","Paraméter: m2/csomag||text","Paraméter: Felhelyezés nehézsége||text","Paraméter: Eltávolítható||text","Paraméter: Illesztés||text","Paraméter: Tisztítása||text","Paraméter: ELŐFIZETÉS||text","Paraméter: Konzultáció||enum","Paraméter: brand||text","Paraméter: ean||text","Paraméter: mpn||text","Paraméter: Lépésmélység||text","Paraméter: Lehajló perem||text","Paraméter: Áremelés||text","Paraméter: Szivacs színe||text","Paraméter: FJ-SKU||text","Paraméter: FJ-Beszállító||text","Paraméter: FJ-Listaár||num","Paraméter: FJ-UOM||text"
"FOL-MNT-FA-35","Középvörös Éger Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","18","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-35","","","","","","","",""
"FOL-MNT-EF-07","Lila Fényes Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","24","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EF-07","","","","","","","",""
"FOL-MNT-04","Márvány Öntapadós Fólia Termékminta Csomag ","2165.3543","2749.999961","Termékminta","2","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","22 cm","","210 x 297 mm","","","","","","","","","","","","","2474.9999649","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-04","","","","","","","",""
"FOL-MNT-FA-43","Matt Fehér Erezetű Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-43","","","","","","","",""
"FOL-MNT-EMA-09","Matt Kék Ég  Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","18","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EMA-09","","","","","","","",""
"FOL-MNT-EF-05","Menta Fényes Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","17","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EF-05","","","","","","","",""
"FOL-MNT-VAD-01","Meru Öntapadós Fólia","220.4724","279.999948","Termékminta","36","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","Bútor","","","","","","","","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-VAD-01","","","","","","","",""
"FOL-MNT-FEM-05","Metál Csincsilla Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","31","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","Öntapadós","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FEM-05","","","","","","","",""
"FOL-MNT-FA-12","Mogyoró Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-12","","","","","","","",""
"FOL-MNT-FA-04","Normandiai Vöröses Alma Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","19","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-04","","","","","","","",""
"FOL-MNT-FA-02","Nyír Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","12","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-02","","","","","","","",""
"FOL-MNT-EF-11","Olajzöld Fényes Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","29","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EF-11","","","","","","","",""
"FOL-MNT-VAD-02","Pamir Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","30","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-VAD-02","","","","","","","",""
"FOL-MNT-FA-30","Parketta Csíkok Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","32","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-30","","","","","","","",""
"FOL-MNT-EMA-05","Piros Matt Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","32","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EMA-05","","","","","","","",""
"FOL-MNT-VAD-03","Pulykatoll Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","28","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-VAD-03","","","","","","","",""
"FOL-MNT-FA-17","Rusztikus Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-17","","","","","","","",""
"FOL-MNT-FA-38","Rusztikus Tölgy Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","11","0","0","","","Termékminta","Fahatású","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-38","","","","","","","",""
"FOL-MNT-EMA-03","Sárga Sziget Matt Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","23","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EMA-03","","","","","","","",""
"FOL-MNT-MAR-09","Sötét Beton Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-MAR-09","","","","","","","",""
"FOL-MNT-FA-31","Sötét Gesztenyefa Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","7","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-31","","","","","","","",""
"FOL-MNT-MAR-12","Sötét Szürke Gránit Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","13","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-MAR-12","","","","","","","",""
"FOL-MNT-FA-20","Sötét Tölgy Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-20","","","","","","","",""
"FOL-MNT-FA-42","Sötétbarna Dió Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-42","","","","","","","",""
"FOL-MNT-FEM-04","Strukturált Ezüst Matt Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","Öntapadós","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FEM-04","","","","","","","",""
"FOL-MNT-VAD-04","Sumatra Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","31","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-VAD-04","","","","","","","",""
"FOL-MNT-HO-01","Színezett Hővédő Ablakfólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","14","0","0","","","Termékminta","","","Hővédő ablakfólia termékminta","","","","","148x210 mm","","","Öntapadós","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-HO-01","","","","","","","",""
"FOL-MNT-MAR-08","Szürke Apró Kavicsos Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","27","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-MAR-08","","","","","","","",""
"FOL-MNT-VAD-07","Szürke Krokodil Bőrhatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-VAD-07","","","","","","","",""
"FOL-MNT-MAR-06","Szürke Márvány Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","9","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-MAR-06","","","","","","","",""
"FOL-MNT-EMA-04","Szürke Matt Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EMA-04","","","","","","","",""
"FOL-MNT-FA-05","Szürkés Barna Tölgy Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","3","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-05","","","","","","","",""
"FOL-MNT-EF-04","Szürkésbarna Fényes Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","1","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EF-04","","","","","","","",""
"FOL-MNT-FA-41","Tiroli Bükk Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","17","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-41","","","","","","","",""
"FOL-MNT-FEM-03","Tükörhatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","Öntapadós","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FEM-03","","","","","","","",""
"FOL-MNT-FA-34","Vad Tölgy Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","16","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-34","","","","","","","",""
"FOL-MNT-VAD","Vadvilág Öntapadós Fólia Termékminta Csomag ","3921.2598","4979.999946","Termékminta","15","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","22 cm","","210 x 297 mm","","","","","","","","","","","","","4481.9999514","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-VAD","","","","","","","",""
"FOL-MNT-EMA-10","Világos Bézs Matt Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","6","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EMA-10","","","","","","","",""
"FOL-MNT-MAR-10","Világos Kő Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","2","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-MAR-10","","","","","","","",""
"FOL-MNT-EMA-02","Világos Piros Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","27","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EMA-02","","","","","","","",""
"FOL-MNT-FA-15","Világos Szürke Fenyődeszka Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","30","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-15","","","","","","","",""
